Tweets,Effectiveness,Intensity,Polarity,Annotated By,Date
"#Budget2023 
0 number out of 10 https://t.co/GuKCvrCtmQ",,,,,
"How Can Govt take taxes in winnings they should take it from earnings in online games 
#Budget2023 #dream11 
@nsitharaman 
@narendramodi",,,,,
"Has #Budget2023 done enough for those struggling from reduced incomes &amp; high #inflation? Will it create new #jobs?

Get fuller picture of #UnionBudget with Prof Ravi S Srivastava, Director, Centre for Employment Studies, Institute for Human Development



@TweetIHD @ieuditmisra https://t.co/9bv4MHasSS",,,,,
"#Budget2023 : FM brings cheer for agritech start-ups with new fund; sector lauds govt's focus on agriculture 
https://t.co/epYxcq1Ci4
2 nd February 2023
via NaMo App https://t.co/3MbnaT00jg",,,,,
My #FinanceMinister my Pride #NirmalaSitaraman #Budget2023 #Modinomics https://t.co/yrxpKW3bvN,,,,,
"Agri #Budget2023 : Major boost to rural economy through enhanced farm income
https://t.co/oSz6X7Mp6W
2 nd February 2023
via NaMo App https://t.co/cDlREpAZPw",,,,,
"Thank you for being a part of the panel @abhishekrajaram Sir.
It was a great learning session for all the MSMEs from the standpoint of Cash, Credit, Commerce and Compliance.
#Budget2023 https://t.co/SjO2pjV5kB",,,,,
"Budget 2023: What industry said on new announcements - https://t.co/FFRfoeLDUR

@moglix  @eMudhra  @sn_premium   @senco  @iThrive   @trontek_battery  #Budget2023",,,,,
"#Budget2023 | Our limited-time quiz contest on the #UnionBudget will run till 7.30 am tomorrow (Feb 3)

Play to win, for the top 10 scorers will receive a prize and get featured

Ready to put your trivia chops to the test?

nayanika_m 
#UnionBudget2023

https://t.co/wlVmfKhnT5",,,,,
Budget highlights #UPSC #Budget2023 source: Hindustan Times https://t.co/ZPlyRfqvlS,,,,,
"There was No Tax on Income of Rs 9.5 Lac as per Old Tax Regime. And, Under New Tax Regime this limit is reduced to Rs. 7 Lac as NO deduction is allowed in new regime.

#Budget2023 #Budget #IncomeTax #NewTaxRegime #OldTaxRegime #Comparison #middleclass https://t.co/NUWXLSTddW",,,,,
"#TheUrbanDebate | 'AMRIT'ANJAN BALM FOR TAXPAYER

""The new tax regime benefits the higher brackets of tax payers disproportionately. The benefits for the lower brackets are marginal,"" @boseprasenjit1, Economist to @shreyadhoundial 

#Budget2023 #incometax https://t.co/86kQmvrH0w",,,,,
"#Budget2023 | The auto industry's estimation of clocking passenger vehicle sales of around 40.5 lakh to 41.5 lakh will be aided by Budget 2023-24, says #MarutiSuzuki's Shashank Srivastava.

https://t.co/ErVoSgNkf6",,,,,
"Watch the new video on-
""Sector-wise highlight of Budget 2023-24""

#Budget2023 #BudgetSession #budget #incometax 

https://t.co/qvMgbHm6ND",,,,,
"https://t.co/Kps6ZbdY0n
Complete GST changes in one video. Must Watch 
Team Growth Synergy Transformation(GST) Research Foundation
#HappyGST #news #GST  #Indian  #economy #success #Jobs #Motivation #viral #Trending #Growth #research #Building #Budget2023 #Video #AdaniEnterprises",,,,,
Lizard buzzard spotted by guide @Jeanmariewild at @AkageraPark during a game drive. #Raptor #BirdsOfTwitter #BirdsSeenIn2023 #Rwanda #birding #Budget2023 #explore #wildearth #naturelovers #outdoor #ThursdayVibes #LifeIsBeautiful #photooftheday #beauty https://t.co/ZuXlHr0k3U,,,,,
"30% increase in Capex expenditure will have a tremendous positive potential for further growth in GDP figures in the coming years, too.We expect a similar expenditure pattern for the next decade to take #IndianEconomy to the top three economic powers in the world. #Budget2023",,,,,
@news24tvchannel @kumarrgaurrav Yeh khud confused lagg rahey hain … #Budget2023 hai kya 😂😂😂😂😂😂,,,,,
"Nice article by @sumantbanerji about #Budget2023. Made me understand in an easier way 

#Mint https://t.co/HvkOZZm99e",,,,,
"Key IDT changes proposed in Budget 2023

ITC will be disallowed on goods/services which are used or intended to be used for activities relating to CSR

#Budget #Budget2023 #GST",,,,,
"Progressive and future-oriented #Budget2023!

Unprecedented decisions made in the budget will fulfill the dreams of the country's nectar generation'.

#AmritKaalBudget https://t.co/593atmxOZd",,,,,
"#Budget2023 to give impetus to dairy processing, says #ICRA 
https://t.co/DGDR8DY4h0
2 nd February 2023
via NaMo App https://t.co/avzXchvcGu",,,,,
"@USPS has year-round #postal savings tactics for #marketers. Two new opportunities to save, longer promos, and larger discounts to optimize your #budget2023! https://t.co/1DQlcEIA1y https://t.co/weHS4RkeLb",,,,,
"Post Budget reactions from industry experts 
 https://t.co/rnbWkDfriK 
@FollowCII #Budgetspeech #Budget2023  #NirmalaSitharaman #nirmalasitharamanbudget2023 #journoviews",,,,,
"@MikeDeWine delivers his State of the State address with a focus on people because they are Ohio's greatest asset. Tune in to hear my take on how the legislature can take BOLD action to reform education, taxes and support law enforcement. #Budget2023 #schoolchoice #taxreform https://t.co/8Q1EZWwBgy",,,,,
"#Agroforestry - Tree based agriculture- will help soil rejuvenation and also improve farmers income! This budget initiative of diseases free agriculture is a much needed encouragement to boost  economic growth !
#Budget2023
#TreeBasedAgriculture
#FinanceMinisterIndia
 #SaveSoil https://t.co/xe2fqiWDn4",,,,,
"#TheUrbanDebate | 'AMRIT'ANJAN BALM FOR TAXPAYER

""The #middleclass is an old friend of BJP to whom they're reaching out now. Many voices in BJP think it's better to tax consumption than income,"" @sanjeevahlu, Economist &amp; Advisor ORF to @shreyadhoundial 

#Budget2023 #incometax https://t.co/nSUEVedMNj",,,,,
"As per Budget:- 

Health Insurance is cheaper than cigarettes! 

(Smoking will become even more expensive as the government has increased custom duty on cigarettes to 16 percent) #Budget2023

#SutaaLagao #SwasthiyaBima le Jao 🤪😜",,,,,
#Budget2023 for #Mumbai @mybmc here  https://t.co/GAVnOVJSOK,,,,,
#Budget inflow vs outflow. #Budget2023 @FinMinIndia @NITIAayog @dmuthuk https://t.co/LCjyARRX0e,,,,,
"@BJP4JnK State President Sh @ImRavinderRaina ji chaired meeting with core Budget group and had an in-depth discussion on #Budget2023 .Also appointed delegates who would take budget highlights to masses.
@blsanthosh @AshokKoul59 https://t.co/aKG1Xd00nM",,,,,
"If you are so bothered abt the new regime of #incometax as amended by #Budget2023 , stick to the old regime.

Today isn't the time to outrage.

The time to outrage will be IF &amp; when all deductions are withdrawn, if at all",,,,,
"Sambitosh Mohapatra, Partner and Leader – ESG Platform &amp; Energy Utilities and Resources, PwC India, shares his insights on the ESG-related announcements in the #UnionBudget2023.

For more in-depth analysis on #Budget2023 click: https://t.co/DJaVVP1MMa https://t.co/gXxjrXjHhS",,,,,
"Sambitosh Mohapatra, Partner and Leader – ESG Platform &amp; Energy Utilities and Resources, PwC India, shares his insights on the ESG-related announcements in the #UnionBudget2023.

For more in-depth analysis on #Budget2023 click: https://t.co/DJaVVP1MMa https://t.co/w9v45A1M2l",,,,,
"As Salaam Alaikum,

Today's #MuslimSpaces will be community discussion on the topic

#Budget2023: Minority Affairs Ministry Budget Slashed 40%!

#बजट_2023: अल्पसंख्यक मंत्रालय बजट में 40% कटौती!

Set a reminder, share space link &amp; do give your view/opinion https://t.co/1cwfjirjmF",,,,,
"Modi Govt. bringing Financial Safety and Stability through reforms.

From tailor-made schemes for supporting #MSMEs to use of data and technology and popular saving schemes will usher in a new era of #financialstability.

#AmritKaalBudget #Budget2023 #ModiGovt #NewIndia #BJP https://t.co/JzD0ifo7pi",,,,,
"Towards a Greener Future.

#Budget2023 
#AmritKaalBudget https://t.co/J2mc5Kt4KR",,,,,
"#Budget2023 
#BJPfails 
Unemployment https://t.co/KvNV7T5zrP",,,,,
"#Budget2023
#Thalapathy67TitleReveal
#PawanKalyanOnUnstoppable
#Greenwood
#MahaBJP Update DishaSIT Status
#batsman with most fours
#times prime
#वित्तमंत्री 
#REIGNING ERA OF SUMBUL
#Code Red
#Pathaan 
#Adipurush 
#Railways 
Big Breaking Srk Caught Kissing Amir Khan.What 😱😱😱 ! https://t.co/xNP9gLSfVJ",,,,,
Superfood 🥘 #Millets has much potential to eradicate hunger-malnutrition and to support ecology and economy in a big way. #Budget2023 #ShreeAnna #SaveSoil https://t.co/9knM9elJ7t https://t.co/MjE7hVJiZa,,,,,
"📢 Calling all Canadians: Share your ideas on how the government can build an economy that works for everyone through this year’s Pre-Budget Consultations, which run until February 10, 2023. 

Have a say in #YourBudget: https://t.co/k1hG6WZZwj #Budget2023 https://t.co/ZnvAUjyq4A",,,,,
"...and that is why India adopted the infra-led development model and from 1 lakh crore to 3 lakh crore to now 10 lakh crore investment in infra!
And Maharashtra aims to lead among all Indian States in this!
#Mumbai | 1/2/23 
#AmritKaalBudget #Budget2023 https://t.co/FMLx1ISL8b",,,,,
"#Budget2023
#Thalapathy67TitleReveal
#PawanKalyanOnUnstoppable
#TeamSelfieeInNagpur
#Greenwood
#MahaBJP Update DishaSIT Status
#batsman with most fours
#times prime
#वित्तमंत्री 
#REIGNING ERA OF SUMBUL
#Code Red
#Pathaan 
Big Breaking Srk Caught Kissing Amir Khan.What 😱😱😱 ! https://t.co/Ums2OjNleZ",,,,,
"One picture tells you all... 

#Budget2023 #AmritKaalBudget https://t.co/2wjOCUrYEV",,,,,
"Best part of the speech 😃
#Budget2023 
@nsitharaman ji 😃 https://t.co/y8rxMhcNoJ",,,,,
"Was it like this? 

“Replacing old polluted political vehicle is important for greening our economy”???
😜

#Budget2023 @AnilSinghvi_ @Ajay_Bagga @deepakshenoy #PoliticsLive #NirmalaSitaraman #adanigreen",,,,,
*Ruling #BRS Put posters expressing disappointment over the General Budget and non-allocation of funds to #Telangana. #Budget2023* https://t.co/uHyFLNriI8,,,,,
"#Budget2023 | Grant for IIMs reduced by half, top B schools say Centre signalling to be self-reliant

#UnionBudget2023 #Budget #Bschools

https://t.co/3Rere6IE2X",,,,,
"1st time since 2009, social sector spending of Union govt is estimated to be &lt;20% of total govt expenditure in #Budget2023. Read our analysis to know why this is detrimental to India’s health, nutrition and education: @AccInitiative https://t.co/VNIQqcf4e3",,,,,
"TODAY in #onpoli - Finance &amp; Economic Affairs holds #Budget2023 consultations in Timmins.

10-12: @OntarioFarms, @PearTreeCanada, @CMHACochraneTim, @OFIA_info, @CanadaNickel 
1-3: @TimminsChamber, @MicheBoileau, @MonAssemblee &amp; @cochrane_dssab

More: https://t.co/Eb0ybPwkzZ https://t.co/ZosvhWZcuA",,,,,
"What is the big political economy message from #Budget2023? Harish Damodaran writes, this #budget, more than anything else, has made an effort at listening to ""our hard-working"" middle class @IndianExpress https://t.co/hHpUjbrwzT https://t.co/42ecjjvIUK",,,,,
"Budget 2023-24: Experts hail Centre’s mangrove restoration scheme but stress on scientific implementation
#GreenGrowth #Budget2023 #wetlands 
@rohinikrish9 
https://t.co/IAaXRFRPpb https://t.co/tqcaULFrvi",,,,,
"Both the #Telugu states have huge potential for growth and development. There has been a big infra push in #Budget2023, but the allocations for #AndhraPradesh and #Telangana have been minimal.

@DrRadhaRaghura1 writes:
https://t.co/F9ZY6auuk9",,,,,
"Bravery and love go hand in hand as you put your heart on the line. A risk worth taking for the possibility of forever love.

#Love #Courage #Vulnerability #HeartOnTheLine #Risk #ForeverLove #Bravery #OpenHeart #Trust #NirmalaSitharaman #Budget2023 #incometax #SpendWisely https://t.co/WaHcTXm6z5",,,,,
"#BudgetWithBQ | Finance Minister #NirmalaSitharaman announces plans to shift the entire offshore derivatives market to Gujarat International Finance Tech-City. #Budget2023 

@sajeetkm reports. 

https://t.co/Qb3E7sziBz",,,,,
"Today's Highlights you need to know.

#news #UPDATE #LokSabha #Adani #AdaniGroup #India #renewableenergy #renewable #Energy #government #COVID19 #Budget2023 #startup #startupindia #largest #batteryswapping #swap #Battery #electrictwowheeler #yumaenergy #magna #yulu https://t.co/Qo1IUFL9Ei",,,,,
"#Budget2023 in Short! 

#BudgetSession https://t.co/g0njh6Cnle",,,,,
"Join your colleagues to ask Congress to fund the CHIPS and Science Act NOW. Use the link to send letters to your Representative and Senators.  #CHIPSAct #Science #Budget2023 @AmerChemSociety @NIST @aaas @doescience @NSF 
https://t.co/SeMMksKoN4 https://t.co/x0N5IqNRev",,,,,
"Type of Rocks/Stones in Civil engineering https://t.co/3bHXLYC9bV
#CivilEngineering
#Engineering #Civilengineer #Architectural #Architect #Design #Autocadd #Revit #architects  #Construction #ThursdayMotivation #Budget2023",,,,,
"#AmritKaalBudget prioritizing the holistic development of our tribal communities &amp; the protection of their rich cultural heritage!

#Budget2023 

@dpradhanbjp @Tejasvi_Surya @PandaJay @suyashpande @Varun_Jhaveri @tarunchughbjp @RajuBistaBJP @tiwary_apurv @ankitthakkarbjp @BJYM https://t.co/lpcPY055f4",,,,,
"Pay the MSMEs. Given recovery pangs, pay the MSMEs their dues within 45 days if they have delivered said @nsitharaman @FinMinIndia @CNBCTV18Live @ficci_india #Budget2023 #BudgetWithCNBCTV18 https://t.co/mdTZ5NOV6W",,,,,
"Old is best, 
Chahe Monk ho ya tax 😊

#Budget2023",,,,,
"Uddhav Thackeray Epic Destroyed Nirmala Sita Raman On Budget. #budget2023 

#nirmalasitharaman #uddhavthackeray #pmmodi #godimedia  #mukeshamban #budget https://t.co/PWonnCOELg",,,,,
"#TheNews | What Indian labourers feel about MNREGA budget cut 

NDTV's Vedanta Agarwal reports

#Budget2023 https://t.co/KLn6f1kgKa",,,,,
Received via whatsApp #Budget2023 @sanjay_aldo 😆😁 https://t.co/WZtyg7RC5d,,,,,
"AAM NAG₹IK KA BUDGET: Allocation to Major Schemes👇

➡️ Pradhan Mantri Awas Yojana🏠

💠 ₹48,000 crore in 2022-23 (BE) 

💠 ₹79,590 crore in 2023- 24 (BE)

#Budget2023 #UnionBudget2023 #AmritKaalBudget https://t.co/Q3pf2MAu5D",,,,,
"AAM NAG₹IK KA BUDGET: Allocation to Major Schemes👇

➡️ Eklayva Model Residential Schools✏️📚

💠 ₹2000 crore in 2022-23 (BE) 

💠 ₹5943 crore in 2023-24 (BE)
 
#Budget2023 #UnionBudget2023 #AmritKaalBudget https://t.co/WdBMXRH1z7",,,,,
"AAM NAG₹IK KA BUDGET: Allocation to Major Schemes👇

➡️ Development of Pharmaceutical💊 Industry

💠 ₹1000 crore in 2022-23 (BE) 

💠 ₹1,250 crore in 2023-24 (BE)

#Budget2023 #UnionBudget2023 #AmritKaalBudget https://t.co/98Tx4lqwCc",,,,,
"AAM NAG₹IK KA BUDGET: Allocation to Major Schemes👇

➡️ #JalJeevanMission 💧

💠 ₹60,000 crore in 2022-23 (BE) 

💠 ₹70,000 crore in 2023- 24 (BE)

#Budget2023 #UnionBudget2023 #AmritKaalBudget https://t.co/F0udH7VQHR",,,,,
"What capitalism:  richer people make richer and poor people make more poor people. (1/2)
#Budget2023 #BJP #upa",,,,,
"@PankajTodabhim @Ramesh_b_badri @ShyamMeeraSingh @HansrajMeena @VishalcINC @rameshmeena63 @PravinSinghal92 @ajay_sapotra @_lokeshsharma @Yogeshkherli @shekharcanada @TweetAbhishekA @pareek12sushant @sharatjpr @nsitharamanoffc @BJP4India @INCIndia
I think the gov thinks rural people have no place in the country. Health one has to take care. Education will become costly. This budget favours the rich and upper middle class. #VoterID
#Budget2023 #BudgetSession #TaxPayers #incometax 🤔😇",,,,,
"My Disappointment Is Immeasurable And My Day Is Ruined.
#Budget2023 https://t.co/copDvH2NQg",,,,,
"Quit smoking and invest in your future!
.
.
.
.
#UnionBudget2023 #cigarette #highduty #UnionBudget #TakingInsuranceToBharat #insurancenews #Future #investment #FM23 #Budget2023 #Budget https://t.co/7SGBklXOza",,,,,
"#Budget2023
#Thalapathy67TitleReveal
#PawanKalyanOnUnstoppable
#TeamSelfieeInNagpur
#Greenwood
#MahaBJP Update DishaSIT Status
#batsman with most fours
#times prime
#वित्तमंत्री 
#REIGNING ERA OF SUMBUL
#Code Red
#Pathaan 
Big Breaking Srk Caught Kissing John Ibrahim 😱 https://t.co/SRwNeB7YOL",,,,,
"#Budget2023 

Press coverage https://t.co/CmOA3QUHVS",,,,,
"#Budget2023
#Thalapathy67TitleReveal
#PawanKalyanOnUnstoppable
#TeamSelfieeInNagpur
#Greenwood
#MahaBJP Update DishaSIT Status
#batsman with most fours
#times prime
#वित्तमंत्री 
#REIGNING ERA OF SUMBUL
#Code Red
#Pathaan 
Big Breaking Srk Caught Kissing John Ibrahim 😱 https://t.co/30Vo4QMCDv",,,,,
"#Budget2023
#Thalapathy67TitleReveal
#PawanKalyanOnUnstoppable
#TeamSelfieeInNagpur
#Greenwood
#MahaBJP Update DishaSIT Status
#batsman with most fours
#times prime
#वित्तमंत्री 
#REIGNING ERA OF SUMBUL
#Code Red
#Pathaan 
Big Breaking Srk Caught Kissing John Ibrahim 😱 https://t.co/sKmf3v7sWh",,,,,
"#Budget2023 | The new tax regime for filing returns has been 'sweetened' in the Budget 2023-24 and it will be beneficial for maximum number of taxpayers, says #CBDT Chairman Nitin Gupta.

https://t.co/uoNJ3zPSRL",,,,,
"#Budget2023
#Thalapathy67TitleReveal
#PawanKalyanOnUnstoppable
#TeamSelfieeInNagpur
#Greenwood
#MahaBJP Update DishaSIT Status
#batsman with most fours
#times prime
#वित्तमंत्री 
#REIGNING ERA OF SUMBUL
#Code Red
#Pathaan 
Big Breaking Srk Caught Kissing John Ibrahim 😱 https://t.co/L69MibB7NJ",,,,,
"#Budget2023
#Thalapathy67TitleReveal
#PawanKalyanOnUnstoppable
#TeamSelfieeInNagpur
#Greenwood
#MahaBJP Update DishaSIT Status
#batsman with most fours
#times prime
#वित्तमंत्री 
#REIGNING ERA OF SUMBUL
#Code Red
#Pathaan 
Big Breaking Srk Caught Kissing John Ibrahim 😱 https://t.co/GoOAUzF5pj",,,,,
"#Budget2023
#Thalapathy67TitleReveal
#PawanKalyanOnUnstoppable
#TeamSelfieeInNagpur
#Greenwood
#MahaBJP Update DishaSIT Status
#batsman with most fours
#times prime
#वित्तमंत्री 
#REIGNING ERA OF SUMBUL
#Code Red
#Pathaan 
Big Breaking Srk Caught Kissing John Ibrahim 😱 https://t.co/KjUMsbYEeS",,,,,
"#Budget2023
#Thalapathy67TitleReveal
#PawanKalyanOnUnstoppable
#TeamSelfieeInNagpur
#Greenwood
#MahaBJP Update DishaSIT Status
#batsman with most fours
#times prime
#वित्तमंत्री 
#REIGNING ERA OF SUMBUL
#Code Red
#Pathaan 
Big Breaking Srk Caught Kissing John Ibrahim 😱 https://t.co/FvEtuIcpvR",,,,,
"Space research and development should have been more focused on budget. what's your thoughts pls share.
#Budget2023",,,,,
What is so trending about the #Budget2023 ?,,,,,
"#Budget2023
#Thalapathy67TitleReveal
#PawanKalyanOnUnstoppable
#TeamSelfieeInNagpur
#Greenwood
#MahaBJP Update DishaSIT Status
#batsman with most fours
#times prime
#वित्तमंत्री 
#REIGNING ERA OF SUMBUL
#Code Red
#Pathaan 
Big Breaking Srk Caught Kissing John Ibrahim 😱 https://t.co/LiTyD5HApw",,,,,
"Decoding 2023 budget with our speakers - Nilesh Shah, Managing Director, Kotak Mahindra Asset Management Company Ltd. and K T Chandy, Partner and India Private Tax Co-leader, E Y India.

#KotakPrivate #LiveYourPurpose #Budget2023 #Budget23 https://t.co/NexlDzaW8r",,,,,
"#Budget2023
#Thalapathy67TitleReveal
#PawanKalyanOnUnstoppable
#TeamSelfieeInNagpur
#Greenwood
#MahaBJP Update DishaSIT Status
#batsman with most fours
#times prime
#वित्तमंत्री 
#REIGNING ERA OF SUMBUL
#Code Red
#Pathaan 
Big Breaking Srk Caught Kissing John Ibrahim 😱 https://t.co/0jX1dbcIIy",,,,,
"Views shared by our CMD Mr. Rajesh Singh regarding Budget 2023!!

https://t.co/tMlGkNOgRX

#budget2023 #views #CMD #megamaxservices #megamaxaviation #megamaxsolar https://t.co/bBsQNAJ8Y1",,,,,
"#Budget2023
#Thalapathy67TitleReveal
#PawanKalyanOnUnstoppable
#TeamSelfieeInNagpur
#Greenwood
#MahaBJP Update DishaSIT Status
#batsman with most fours
#times prime
#वित्तमंत्री 
#REIGNING ERA OF SUMBUL
#Code Red
#Pathaan 
Big Breaking Srk Caught Kissing John Ibrahim 😱 https://t.co/GTO65cOnnh",,,,,
"#Budget2023
#Thalapathy67TitleReveal
#PawanKalyanOnUnstoppable
#TeamSelfieeInNagpur
#Greenwood
#MahaBJP Update DishaSIT Status
#batsman with most fours
#times prime
#वित्तमंत्री 
#REIGNING ERA OF SUMBUL
#Code Red
#Pathaan 
Big Breaking Srk Caught Kissing John Ibrahim 😱 https://t.co/teMJpbGtER",,,,,
Budget2023 displays our commitment towards  building better infra and a sports culture in the country; PM @narendramodi has ensured our sportspersons are supported from the playfield to the podium.#Budget2023 https://t.co/MCbZHbmmVx,,,,,
"#TheUrbanDebate | MIDDLE CLASS PURSE-PECTIVE

""The burden of taxation was falling disproportionately on the #middleclass,"" @boseprasenjit1, Economist to @shreyadhoundial 

#Budget2023 #incometax https://t.co/aZBDOPsLzk",,,,,
"#Budget2023
#Thalapathy67TitleReveal
#PawanKalyanOnUnstoppable
#TeamSelfieeInNagpur
#Greenwood
#MahaBJP Update DishaSIT Status
#batsman with most fours
#times prime
#वित्तमंत्री 
#REIGNING ERA OF SUMBUL
#Code Red
#Pathaan 
Big Breaking Srk Caught Kissing John Ibrahim 😱 https://t.co/KM7hWOaEan",,,,,
How much is allocated to generate common sense #Budget2023 🤣,,,,,
@SodexoGroup  what's wrong with you people. How can you deduct money like this. #DigitalIndia #Budget2023 #sodexo #IndianEconomy #loot #chor https://t.co/0BbchB3cT4,,,,,
"CA is feeling the confusion. With the new budget, it's hard to keep up with the ever-changing tax system. #Taxes #Budget2023",,,,,
#Budget2023 The Best Finance Minister Shri @gautam_adani  🥰👑,,,,,
"Budget 2023: Know what are lab-grown diamonds that FM Nirmala Sitharaman mentioned in this year's budget ⤵️

#NirmalaSitharaman #Budget2023 #BudgetWithEJ 

Visit https://t.co/xMTNCgAdBl for more. https://t.co/7wZGzEmiD5",,,,,
"Tipical middle class family expense
gas-18k
Electric-30k
Emi/rent-500k
Emi car-150k
School fees 2kid-300k
Med insurance -35k
Lic-150k
Grocery -180k
Hospital -50k
Incometax- 50k

""ITR filing fees""-0.199 🤣

Vacation/Pooja/festival/dress on credit card with emi

#Budget2023",,,,,
Max deposit limit for Senior Citizen savings Scheme up from ₹15 lakh to ₹30 lakh. #Budget2023,,,,,
‘Reporter’ from @MirrorNow gives the minister an introduction to her reply on the #Budget2023. Indian Media 😁 https://t.co/EZvuEDUo8W,,,,,
"“#achhedin is over, time for #AmritKaal” #Budget2023",,,,,
"https://t.co/3mauSVChDk

#TNIE | @bibekdebroy &amp; @AdityaSinha004 : There is a continuity in the govt’s economic strategy. It has definitely proved Galbraith wrong. Fiscal prudence can be practiced even during th election year

#Budget2023",,,,,
"The Budget 2023 Update on New Tax Regime. 
 
#eMSME #UnionBudget #BudgetBytes #Budget2023 #eMSME #india #AmritKaal #government #msme #business #incometax #directtax https://t.co/B0jrO7IqKI",,,,,
"January 31st Current Affairs
#CurrentAffairs #ca #gk #EconomicSurvey #budget2023 #fiscaldeficit #ManmohanSingh #LifetimeAchievement #GST  #competitiveexams #Indianpolity #polity #indianrailway #police #ssc #cgl #chsl #mts #gd #bank #sbi #ibps #eenadu #epratibha #eenaduepratibha https://t.co/F2fcZNpZtY",,,,,
".
.

Ready for a Sundowner at Kilifi Creek 🥂
.
.
#ThursdayVibes 
#Magicalkenya 
#afrosailor
#sailing
#ksh #Budget2023 #WhatsApp 
#Sundowner https://t.co/FLb2oZE7JU",,,,,
"Why #Budget2023 is a thoughtless, vision-less heap of garbage 🧵 https://t.co/A4p0h55QII",,,,,
"Here's RISE's CEO @bhatiagp's nugget of reflection on the latest budget.
Read this article to uncover why budget 2023-24 strengthens opportunities for upskilling, entrepreneurship, and new-age innovations.

To learn more, click on the link: https://t.co/B13h4weRFz

#Budget2023 https://t.co/SwUI2bySAc",,,,,
Pappus of congress doing self goals. Utilizing more than 97% of budget allocation is exemplary execution by any standards.  #Budget2023 https://t.co/OyZmcnVY32,,,,,
"@WIONews @vikramchandra Non @BJP4India states washed out of political #Budget2023 
@nsitharaman Is expert in preparation of biased budget.",,,,,
"One of my extended family members is unhappy with the budget saying nothing changed in 80C, the standard deduction limit.
So I asked him, how much tax have you paid in the last 5 years?
He said zero. 😂
#UnionBudget2023 #Budget2023 #Budget",,,,,
"Finance Minister Nirmala Sitharaman in her budget for FY24, proposed to form an IT portal to reclaim the unclaimed shares and unpaid dividends, making the process less of a hassle for them.

@yoosefkp

Read more here: 

#Budget2023 #Dividend 

https://t.co/98H3QzMLJc",,,,,
"#Millets being super food, with industry &amp; market support, millet cultivation can transform farming into a healthy &amp; wealthy proposition.
#Budget2023 #ShreeAnna #SaveSoil https://t.co/xLTKwJCipb https://t.co/VNC6291RmN",,,,,
"she is not from middle class that’s why she is not able to respond.what’s the big deal.why opposition is making a big issue of it.
 #Budget2023 https://t.co/S6pB4sJrot",,,,,
"Centre has pushed minorities to the wall after it slashed budgetary allocation for different welfare schemes for minorities by 87 per cent.

- Ishfaq-ul-Hassan

https://t.co/cDxeCUo4nl
#Budget2023 #Budget #Minorities https://t.co/wzQ8KJ2vgP",,,,,
"BJP does not want India to become a developed and strong nation.

That's why instead of increasing the education-health budget, it has been reduced.

#Budget2023 #BudgetSession #BudgetSession2023

#ModiDisasterForIndia #Modi #BJPfails #BJPHataoDeshBachao #BJPFailsIndia https://t.co/vsJu8Bcbul",,,,,
"Indian Aviation Industry Suffers Over Rs 24,000 Crore Loss In 2020-22 https://t.co/EXkb5o5Ngb  #Budget2023 #BudgetSession #Indian #India #aviation #Airdrop #Airport #economy #EconomicCrisis #economics #GST #Industry40 #G20India2023 #G20Summit #Blackhistorymonth #MONEY",,,,,
"Non smoker convo with smoker friend after budget 2023 announcement.
#cigarettes 
#Budget2023 https://t.co/xDkUxnRfb7",,,,,
"#Budget2023 @AJIOLife   #BoycottAJIOLife 
COM00052768811
Missing saree from parcel.
 Don't shopping #AJIOLife
#bycott #bycottajio
I will see you 24 hour ,if refund not provide before this time.
#onlineshopping #shopping #Trending #trend #PUNE
#mumbai 
#ajio",,,,,
"@AJIOLife   #BoycottAJIOLife 
COM00052768811
Missing saree from parcel.
 Don't shopping #AJIOLife
#bycott #bycottajio
I will see you 24 hour ,if refund not provide before this time.
#onlineshopping #shopping #Trending #trend #PUNE
#mumbai 
#ajio 
#Budget2023",,,,,
"The new tax regime will be beneficial for a lot of salaried employees. This regime is win win situation for all.
#Budget2023 https://t.co/LBokxXKZ97",,,,,
"@nasscom @kramanuj @SuneetaReddy4 @ApolloInter @nsitharaman @kiranshaw @KhaitanCo @PiramalGroup @gkhannahcb Thought leaders write on CNBC-TV18. Read on⬇️

With its focus on the middle class, digitisation, MSME sector, and macroeconomic stability, the #Budget2023 sets the stage to uplift the financial status of the nation, writes Abhay Bhutada  
@poonawallafinco 
https://t.co/5WPT6B1jVt",,,,,
"Thank you to our 100 amazing followers! We're thrilled to be part of a community that is passionate about #Web3 &amp; #blockchain . Together, we will continue to build the #Web3forAll community through our Web3 Hackathons! 🚀

#Hackathon #Thalapathy67 #Budget2023 #ShivThakare #NFTs https://t.co/0G2P2LNP1G",,,,,
"#Budget2023 || Minister of State in the Ministry of Social Justice and Empowerment Ramdas Athawale's Old Budget Reaction Goes Viral Amid The Latest Budget News...

-

#RamdasAthawale #NirmalaSitharaman #BudgetMemes #Budget2022 #IndianBudget #IndianGovernment #NewsCred https://t.co/oCsfdlAKq6",,,,,
"Prayer is the bridge between
Panic attack and Peace
💕
.
.
.
#MAFS 

#trans 

#bist100 
#Ukraine
#Adani 

#Budget2023 https://t.co/QcgOCvLhJR",,,,,
"#Budget2023: Here are the big reveals from the Union Budget announcement for 2023, have a look!

#KotakKatha #Budget #UnionBudget2023 #Tax #MSME #MyMoney2023 https://t.co/wQg6fu001V",,,,,
